license_number,application_number,business_name,my_business_name_sixletters,license_type,all_packets_submitted_dt,application_fee,lic_fee_amount,dbe,cnb_dt_of_final_licensure,approved_license_type,priority_type,application_status,row_ct,business_address_1,business_address_2,business_city,business_state,business_zipcode,my_business_zipcode,,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,dph_rmd_number,name_of_rmd,establishment_address_1,establishment_address_2,establishment_city,establishment_state,establishment_zip_code,establishment_county,square_footage_establishment,abutters_count,is_abutters_notified,massachusetts_business,dba_name,dba_registration_city,cooperative_total_canopy,cooperative_cultivation,cultivation_tier,establishment_activities,establishment_cultivation,app_create_date,my_longitude,latitude,my_latitude,longitude,disability_owned_business,lesbian_gay_bisexual_and_transgender_owned_business,minority_owned_business,veteran_owned_business,woman_owned_business,not_a_dbe,county_geocoded_column_1
MC281797,MCN281797,Calyx & Pistils Inc.,Calyx ,Marijuana Cultivator,,600,"5,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,74 College Highway,,Southwick,MA,1077,01077,,P.O. Box 1598,,Southwick,MA,1077,,,74 College Highway,,Southwick,MA,1077,,"15,000",12,Yes,1347699,,,,,"Tier 03: 10,001 to 20,000 sq. ft",,,11/15/2018 0:00,-72.79399197,(-72.79399197199996,42.01157272,42.01157271500006),,,,,,1,
MR282155,MRN282155,"Mayflower Medicinals, Inc.",Mayflo,Marijuana Retailer,,"1,500","10,000",Not a DBE,,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,33 Union Street,Suite 2,Boston,MA,2108,02108,,33 Union Street,Suite 2,Boston,MA,2108,RMD425,"Mayflower Medicinals, Inc.",450 Chelmsford Street,Unit 7,Lowell,MA,1851,,"3,285",95,I Don't Know,1339252,,,,,,,,12/9/2018 0:00,-71.32023496,(-71.32023496099998,42.62773903,42.62773903200008),,,,,,1,
MC282497,MCN282497,Four Trees Holyoke LLC,Four T,Marijuana Cultivator,,200,"1,250",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,1 Cabot Street,,Holyoke,MA,1040,01040,,1 Cabot Street,,Holyoke,MA,1040,,,1 Cabot Street,,Holyoke,MA,1040,,"14,500",14,Yes,1396854,,,,,"Tier 01: up to 5,000 square feet",,,11/20/2019 0:00,-72.60216835,(-72.60216834599998,42.19663697,42.19663696500004),,,,,,1,
MC281652,MCN281652,"Tower Three, LLC",Tower ,Marijuana Cultivator,,400,"2,500",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,341 Savin Hill Ave,,Boston,MA,2125,02125,,341 Savin Hill Ave,,Boston,MA,2125,,,30 Sherwood Drive,,Taunton,MA,2780,,"12,000",25,Yes,1339896,,,,,"Tier 02: 5,001 to 10,000 sq. ft.",,,8/3/2018 0:00,-71.08589815,(-71.08589815499994,41.89630814,41.89630813500003),,,,,,1,
MC281255,MCN281255,"Alternative Therapies Group, Inc.",Altern,Marijuana Cultivator,,600,"10,000",Not a DBE,12/13/2018 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,10 Industrial Way,,Amesbury,MA,1913,01913,,101 Accord Park Drive,Unit 201,Norwell,MA,2061,1,"Alternative Therapies Group, Inc.",10 Industrial Way,,Amesbury,MA,1913,,"53,601",42,Yes,462086314,,,,,"Tier 05: 30,001 to 40,000 sq. ft",,,4/17/2018 0:00,-70.90658318,(-70.90658317799995,42.85464063,42.85464063000006),,,,,,1,
MC281502,MCN281502,JOLO CAN LLC,JOLO C,Marijuana Cultivator,,600,"5,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,80 Eastern Avenue,,Chelsea,MA,2150,02150,,80 Eastern Avenue,,Chelsea,MA,2150,,,80 Eastern Avenue,,Chelsea,MA,2150,,"34,950",180,Yes,1325941,,,,,"Tier 03: 10,001 to 20,000 sq. ft",,,5/31/2018 0:00,-71.02365288,(-71.02365288499993,42.3899511,42.389951103000044),,,,,,1,
MC281378,MCN281378,"Beacon Compassion, Inc.",Beacon,Marijuana Cultivator,,600,"7,500",Not a DBE,,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,900 Washington Street,Ste A,Norwood,MA,2062,02062,,900 Washington St,Ste A,Norwood,MA,2062,,"Beacon Compassion, Inc",30 Franklin R McKay Road,,Attleboro,MA,2703,,"88,000",18,Yes,1347954,,,,,"Tier 04: 20,001 to 30,000 sq. ft",,,5/3/2018 0:00,-71.31958218,(-71.31958217899995,41.91995671,41.919956711000054),,,,,,1,
MR281971,MRN281971,"Wellness Connection of MA, Inc",Wellne,Marijuana Retailer,,"1,500","10,000",Not a DBE,,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,44 Railroad Street,,Revere,MA,2151,02151,,44 Railroad Street,,Revere,MA,2151,#PRA201942,"Wellness Connection of MA, Inc.",44 Railroad Street,,Revere,MA,2151,,"7,000",19,Yes,1179416,Hightail Cannabis,Revere,,,,,,10/15/2018 0:00,-71.00655731,(-71.00655731499995,42.40316597,42.40316597300006),,,,,,1,
MR282939,MRN282939,"Greenerside Holdings, LLC",Greene,Marijuana Retailer,,300,"5,000",Minority-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,62 Harold Street,,Boston,MA,2119,02119,,62 Harold Street,,Boston,MA,2119,,,180 Laurel Street,,Greenfield,MA,1301,,"5,000",44,Yes,1393734,,,,,,,,8/17/2019 0:00,-72.61799279,(-72.61799279299998,42.57688267,42.57688267300006),,,1,,,,
MR283165,MRN283165,Ten-Ten LLC,Ten-Te,Marijuana Retailer,,"1,500","10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,775 N. Main St,,Sheffield,MA,1257,01257,,54 Nelson Ave Ext,,Saratoga Springs,NY,12866,,,775 N. Main St,,Sheffield,MA,1257,,"6,000",10,Yes,1347065,,,,,,,,12/5/2019 0:00,-73.36138328,(-73.36138328199996,42.12571047,42.12571047300003),,,,,,1,
MC281307,MCN281307,MACA Industries LLC,MACA I,Marijuana Cultivator,,600,0,Not a DBE,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,Law Offices of Michael M. Kaplan,291 Main Street,Milford,MA,1757,01757,,Law Offices of Michael M. Kaplan,291 Main Street,Milford,MA,1757,,,2 Condon Way,,Hopedale,MA,1747,,"15,000",2,Yes,1293205,,,,,"Tier 03: 10,001 to 20,000 sq. ft",,,4/26/2018 0:00,-71.51506207,(-71.51506207499995,42.10375374,42.10375374300003),,,,,,1,
MC282072,MCN282072,"The Haven Center, Inc.",The Ha,Marijuana Cultivator,,400,"2,500",Not a DBE,,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,245 Route 6A,,Orleans,MA,2653,02653,,Po Box 2036,,Orleans,MA,2653,PCRs Only,"The Haven Center, Inc.",3065 Cranberry Highway,,Wareham,MA,2538,,"16,000",7,Yes,1317348,,,,,"Tier 02: 5,001 to 10,000 sq. ft.",,,4/2/2019 0:00,-70.6521112,(-70.65211119599996,41.7561527,41.75615269800005),,,,,,1,
MR282522,MRN282522,Cultivate Holdings LLC,Cultiv,Marijuana Retailer,,300,"10,000",Not a DBE,4/9/2020 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,1764 Main Street,,Leicester,MA,1524,01524,,PO Box 245,,Leicester,MA,1527,21,Cultivate Holdings LLC,250 Worcester Road,,Framingham,MA,1702,,"3,574",29,Yes,1307470,,Leicester,,,,,,3/26/2019 0:00,-71.40488238,(-71.40488237699998,42.29816398,42.29816398200006),,,,,,1,
MC281751,MCN281751,Blue Collar Botany Corp,Blue C,Marijuana Cultivator,,200,"1,250",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,644 River Street,,Fitchburg,MA,1420,01420,,644 River Street,,Fitchburg,MA,1420,,,644 River Street,,Fitchburg,MA,1420,,"23,000",5,Yes,1325835,,,,,"Tier 01: up to 5,000 square feet",,,10/11/2018 0:00,-71.83146509,(-71.83146508999994,42.57753043,42.57753042600007),,,,,,1,
MP281531,MPN281531,"AmeriCann Brands, Inc.",AmeriC,Marijuana Product Manufacturer,,"1,500","10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,1550 Wewatta Street,2nd Floor,Denver,CO,80202,,,1550 Wewatta Street,2nd Floor,Denver,CO,80202,,,7 Campanelli Drive,,Freetown,MA,2702,,"57,047",11,Yes,1353702,,,,,,,,11/8/2018 0:00,-71.08032525,(-71.08032525399994,41.782505,41.782504999000025),,,,,,1,
MR282091,MRN282091,"MedMen Boston, LLC",MedMen,Marijuana Retailer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,"50 Congress Street, Suite 420",,Boston,MA,2109,02109,,"50 Congress Street, Suite 420",,Boston,MA,2109,,,120 Brookline Avenue,,Boston,MA,2215,,"6,745",20,Yes,1367654,,,,,,,,11/27/2018 0:00,-71.09985117,(-71.09985117399998,42.34560736,42.34560735600007),,,,,,1,
MP281932,MPN281932,Good Feels Inc,Good F,Marijuana Product Manufacturer,,"1,500","10,000",Minority-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,1 Shady Ln,,Medway,MA,2053,02053,,1 Shady Ln,,Medway,MA,2053,,,23 Jayar Rd,Suite 6,Medway,MA,2053,,"1,896",12,Yes,1454997,,Medway,,,,,,8/13/2020 0:00,-71.39212437,(-71.39212436599996,42.15943787,42.15943786900005),,,1,,,,
MP281321,MPN281321,Supercritical Mass Laboratories Inc.,Superc,Marijuana Product Manufacturer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,2 Fisher St.,,Northborough,MA,1532,01532,,2 Fisher St.,,Northborough,MA,1532,,,251 Brooks St.,,Worcester,MA,1606,,"4,300",15,Yes,1312669,,Northborough,,,,,,4/30/2018 0:00,-71.80075396,(-71.80075396399997,42.3214733,42.321473301000026),,,,,,1,
MR281959,MRN281959,"Two Buds, LLC",Two Bu,Marijuana Retailer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,One Liberty Square,Suite 410,Boston,MA,2109,02109,,One Liberty Square,Suite 410,Boston,MA,2109,,,53 Air Station Industrial Park,,Rockland,MA,2370,,"36,480",12,Yes,1341691,Partake,Boston,,,,,,10/9/2018 0:00,-70.91077716,(-70.91077716199999,42.16054979,42.16054979300004),,,,,,1,
MR283040,MRN283040,"Turning Leaf Centers Northampton, LLC",Turnin,Marijuana Retailer,,"1,500","10,000",Not a DBE,2/11/2021 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,261 King Street,,Northampton,MA,1060,01060,,PO Box 1328,,East Otis,MA,1029,,,261 King Street,,Northampton,MA,1060,,"5,840",12,Yes,1403270,,Northampton,,,,,,10/9/2019 0:00,-72.63397188,(-72.63397188499994,42.3313795,42.33137949500008),,,,,,1,
MR282633,MRN282633,"United Cultivation, LLC",United,Marijuana Retailer,,300,"10,000",Not a DBE,2/11/2021 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,601-603 Fitchburg State Road,,Ashby,MA,1431,01431,,PO Box 966,,Groton,MA,1450,,,601-603 Fitchburg State Road,,Ashby,MA,1431,,"27,000",10,Yes,1357059,,,,,,,,4/23/2019 0:00,-71.7916347,(-71.79163470499998,42.64798376,42.647983759000056),,,,,,1,
MP281683,MPN281683,"KRD Growers, LLC",KRD Gr,Marijuana Product Manufacturer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,155 State Street,Suite 3,Newburyport,MA,1950,01950,,155 State Street,Suite 3,Newburyport,MA,1950,,,89 Parker Street,,Clinton,MA,1510,,"29,500",5,Yes,1376969,,,,,,,,5/29/2019 0:00,-71.68903577,(-71.68903576799994,42.42446409,42.42446409200005),,,,,,1,
MR281843,MRN281843,Cultivate Holdings LLC,Cultiv,Marijuana Retailer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,1764 Main Street,,Leicester,MA,1524,01524,,PO Box 245,,Leicester,MA,1524,21,Cultivate Holdings LLC,1023 Southbridge Street,,Worcester,MA,1610,,"4,000",36,Yes,1307470,,Leicester,,,,,,8/27/2018 0:00,-71.81945491,(-71.81945491199997,42.23157521,42.231575210000074),,,,,,1,
MP281464,MPN281464,"Solar Therapeutics, Inc.",Solar ,Marijuana Product Manufacturer,,300,"5,000",Not a DBE,2/6/2020 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,1400 Brayton  Rd,,Somerset,MA,2725,02725,,1400 Brayton  Rd,,Somerset,MA,2725,,Solar Therapeutics Inc.,1400 Brayton  Road,,Somerset,MA,2725,,"66,000",9,Yes,1339748,,,,,,,,8/20/2018 0:00,-71.17290969,(-71.17290968599997,41.72904893,41.72904893400005),,,,,,1,
MP281585,MPN281585,Buudda Brothers LLC,Buudda,Marijuana Product Manufacturer,,300,"10,000",Minority-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,604 Main Street,,Holyoke,MA,1040,01040,,170 Prospect Street,,Chicopee,MA,1013,,,604 Main Street,,Holyoke,MA,1040,,300,32,No,1342284,,Holyoke,,,,,,1/27/2019 0:00,-72.61168181,(-72.61168180599998,42.19493418,42.194934181000065),,,1,,,,
MR283558,MRN283558,"Lifted Luxury, Inc",Lifted,Marijuana Retailer,,"1,500","10,000",Woman-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,615 Adams Street,,Dorchester,MA,2122,02122,,100 HARTFORD AVE #3305-09,,PROVIDENCE,RI,2909,,,10 & 18 Prospect Street,,Millville,MA,1529,,"6,000",37,Yes,1454935,NO DBA IS REGISTERED CURRENTLY,Millville,,,,,,5/26/2020 0:00,-71.58099488,(-71.58099487999993,42.02431983,42.024319829000035),,,,,1,,
MP281383,MPN281383,"PHA Industries, Inc.",PHA In,Marijuana Product Manufacturer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,154 Quabbin Blvd,,Orange,MA,1364,01364,,154 Quabbin Blvd,,Orange,MA,1364,,,154 Quabbin Blvd,,Orange,MA,1364,,"1,000",1,Yes,729297,,,,,,,,6/5/2018 0:00,-72.2984559,(-72.29845589899998,42.56931802,42.56931802400004),,,,,,1,
MR281709,MRN281709,"Nature's Medicines, Inc.",Nature,Marijuana Retailer,,300,"5,000",Not a DBE,,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,1045 Quaker Highway,,Uxbridge,MA,1569,01569,,P.O. Box D,,Fall River,MA,2724,51,"Nature's Medicines, Inc. (formerly Xiphias Wellness, Inc.)",1045 Quaker Highway,,Uxbridge,MA,1569,,"27,800",22,Yes,1179000,,,,,,,,7/13/2018 0:00,-71.59743766,(-71.59743765899998,42.01509785,42.015097850000075),,,,,,1,
MP281436,MPN281436,"LDE Holdings, LLC.",LDE Ho,Marijuana Product Manufacturer,,625,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,74 Snows Pond Rd,,Rochester,MA,2770,02770,,74 Snows Pond Rd,,Rochester,MA,2770,,,6 Thather Ln,,Wareham,MA,2571,,"16,600",11,Yes,1312718,Trade Roots,Rochester,,,,,,7/13/2018 0:00,-70.73752857,(-70.73752857299996,41.78030482,41.78030481600007),,,,,,1,
MR282314,MRN282314,"Comm Ave Canna, Inc.",Comm A,Marijuana Retailer,,300,0,Not a DBE,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,1030 Commonwealth Ave,2nd Floor,Brookline,MA,2215,02215,,1030 Commonwealth Ave,2nd Floor,Brookline,MA,2215,,,1030 Commonwealth Ave,Second Floor,Brookline,MA,2215,,"2,829",46,Yes,1344617,Comm Ave Canna,Brookline,,,,,,1/21/2019 0:00,-71.12212541,(-71.12212541099996,42.35148844,42.35148843500008),,,,,,1,
MC281507,MCN281507,"Revolutionary Clinics II, Inc.",Revolu,Marijuana Cultivator,,600,"17,500",Not a DBE,1/24/2019 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,9 Bartlet Street,Suite 335,Andover,MA,1810,01810,,9 Bartlett Street,Suite 335,Andover,MA,1810,RMD 405,"Revolutionary Clinics II, Inc.",One Oak Hill Road,Unit B,Fitchburg,MA,1420,,"70,000",1,Yes,1330206,,,,,"Tier 08: 60,001 to 70,000 sq. ft",,,5/31/2018 0:00,-71.8208246,(-71.82082459899993,42.58107769,42.58107769000003),,,,,,1,
MP281479,MPN281479,Clean Technique LLC,Clean ,Marijuana Product Manufacturer,,"1,500","10,000",Minority-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,32 Char Drive,,Westfield,MA,1085,01085,,810 Fordham St,,Rockville,MD,20850,,,32 Char Drive,,Westfield,MA,1085,,"9,150",14,Yes,1292518,,,,,,,,9/6/2018 0:00,-72.70729677,(-72.707296774,42.1712639,42.17126389600003),,,1,,,,
MC281426,MCN281426,"Deerfield Naturals, Inc.",Deerfi,Marijuana Cultivator,,600,"5,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,10 Greenfield Road,,South Deerfield,MA,1373,01373,,10 Greenfield Road,,South Deerfield,MA,1373,,,10 Greenfield Road,,Deerfield,MA,1373,,"28,288",23,Yes,1385950,,,,,"Tier 03: 10,001 to 20,000 sq. ft",,,5/12/2018 0:00,-72.61270616,(-72.61270615899997,42.47240372,42.47240371700008),,,,,,1,
MR282903,MRN282903,"Heka, Inc.","Heka, ",Marijuana Retailer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,745 East Street,,Pittsfield,MA,1201,01201,,98 Sgt. TM Dion Way,,Westfield,MA,1085,N/A,"Heka, Inc.",745 East Street,,Pittsfield,MA,1201,,"6,100",20,Yes,1301071,,,,,,,,7/30/2019 0:00,-73.23926356,(-73.23926356299995,42.44986118,42.44986117500008),,,,,,1,
MR281845,MRN281845,BERKSHIRE ROOTS INC.,BERKSH,Marijuana Retailer,,300,"5,000",Not a DBE,6/4/2020 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,501 DALTON AVE,,PITTSFIELD,MA,1201,01201,,501 DALTON AVE,,PITTSFIELD,MA,1201,19,Berkshire Roots Inc.,253 Meridian Street,,Boston,MA,2128,,"1,330",5,Yes,1319343,,,,,,,,8/29/2018 0:00,-71.03889118,(-71.03889118499995,42.37609737,42.376097367000064),,,,,,1,
MP281400,MPN281400,Peak Limited LLC,Peak L,Marijuana Product Manufacturer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,114 Jewett Street,,Georgetown,MA,1833,01833,,114 Jewett Street,,Georgetown,MA,1833,,,114 Jewett Street,,Georgetown,MA,1833,,"6,019",1,Yes,1329934,,,,,,,,6/12/2018 0:00,-70.95103543,(-70.95103542799995,42.73493905,42.73493904700007),,,,,,1,
MP281852,MPN281852,Sparkboro Corp.,Sparkb,Marijuana Product Manufacturer,,"1,500","10,000",Minority-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,17 Sky Farm Road,,Egremont,MA,1258,01258,,180 Elm Street Suite I#340,,Pittsfield,MA,1201,,,17 Sky Farm Road,,Egremont,MA,1258,,"12,500",8,Yes,1398666,,,,,,,,3/5/2020 0:00,-73.41508741,(-73.41508741499996,42.1900483,42.19004829800008),,,1,,,,
MC282778,MCN282778,"J&L Enterprises, Inc.",J&L En,Marijuana Cultivator,,300,"2,500",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,104 GOVERNOR DUKAKIS DRIVE,,Orange,MA,1364,01364,,33 Carol Lane,,Holyoke,MA,1364,,,104 Dukakis Drive,,Orange,MA,1364,,"115,000",33,Yes,1400656,,,,,,,,5/1/2020 0:00,-72.2856681,(-72.28566810099994,42.56463713,42.56463713100004),,,,,,1,
MC282296,MCN282296,EOS-Bittersweet LLC,EOS-Bi,Marijuana Cultivator,,400,"2,500",Minority-Owned Business,11/19/2020 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,1107 Barker Road,,Pittsfield,MA,1201,01201,,15 Charisma Drive,,Pittsfield,MA,1201,,,1107 Barker Road,,Pittsfield,MA,1201,,"430,000",16,Yes,1383873,EOS FARM,,,,"Tier 02: 5,001 to 10,000 sq. ft.",,,7/24/2019 0:00,-73.30782242,(-73.30782241799994,42.41721534,42.41721533800006),,,1,,,,
MR282001,MRN282001,Green Era LLC,Green ,Marijuana Retailer,,300,"10,000",Minority-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,143-145 Water St,,Fitchburg,MA,1420,01420,,45 Bodwell St,,Avon,MA,2322,,,143-145 Water St,,Fitchburg,MA,1420,,"3,500",100,Yes,1334019,,,,,,,,10/29/2018 0:00,-71.79489107,(-71.79489107399996,42.57922093,42.579220930000076),,,1,,,,
MP281514,MPN281514,Higher Purpose Corporation,Higher,Marijuana Product Manufacturer,,300,0,Not a DBE,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,392 Merrill Rd,,Pittsfield,AK,1201,01201,,392 Merrill Rd,,Pittsfield,MA,1201,,,815 Pleasant Street,,Lee,MA,1238,,"42,006",9,Yes,1332992,,,,,,,,10/17/2018 0:00,-73.25569796,(-73.25569796099995,42.27814934,42.27814933900004),,,,,,1,
MC282282,MCN282282,Hennep Cultivation LLC,Hennep,Marijuana Cultivator,,600,"25,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,160 Grove Street,,Franklin,MA,2038,02038,,1330 Boylston St,Unit 202,Boston,MA,2215,,,160 Grove Street,,Franklin,MA,2038,,"60,000",14,Yes,1375984,,,,,"Tier 06: 40,001 to 50,000 sq. ft",,,7/18/2019 0:00,-71.42267003,(-71.42267003299997,42.07021758,42.07021758100007),,,,,,1,
MR282581,MRN282581,"The Haven Center, Inc.",The Ha,Marijuana Retailer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,245 Route 6A,,Orleans,MA,2653,02653,,245 Route 6A,,Orleans,MA,2653,PCRs only,"The Haven Center, Inc.",1435 Pleasant Street,,Fall River,MA,2723,,"2,914",9,Yes,1317348,,,,,,,,4/7/2019 0:00,-71.13425612,(-71.13425611999997,41.69031008,41.69031008200005),,,,,,1,
MR283416,MRN283416,"New England Craft Cultivators, LLC",New En,Marijuana Retailer,,"1,500","10,000","Lesbian, Gay, Bisexual, and Transgender Owned Business",,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,12 Robeson Street,,Jamaica Plain,MA,2130,02130,,12 Robeson Street,,Jamaica Plain,MA,2130,,,61 Silva Lane,2nd Floor,Dracut,MA,1826,,"4,300",9,Yes,1380107,"New England Craft Cultivators, LLC",Boston,,,,,,4/1/2020 0:00,-71.25845388,(-71.25845388099998,42.69381856,42.69381856200005),,1,,,,,
MC281443,MCN281443,"The Green Lady Dispensary, Inc.",The Gr,Marijuana Cultivator,,300,"1,250",Not a DBE,3/7/2019 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,11 Amelia Drive,,Nantucket,MA,2554,02554,,11 Amelia Drive,,Nantucket,MA,2554,,"The Green Lady Dispensary, Inc.",11 Amelia Drive,,Nantucket,MA,2554,,"7,600",3,Yes,1331160,,,,,"Tier 01: up to 5,000 square feet",,,5/15/2018 0:00,-70.0860055,(-70.08600550199998,41.26657864,41.26657864100008),,,1,,,,
MC281844,MCN281844,TYCA Green,TYCA G,Marijuana Cultivator,,200,"1,250",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,470 Main St,,Clinton,MA,1510,01510,,470 Main St,,Clinton,MA,1510,PCR Only,"TYCA Green, Inc.",470 Main Street,,Clinton,MA,1510,,"40,000",3,Yes,1312643,Society Cannabis Co.,,,,"Tier 01: up to 5,000 square feet",,,12/10/2018 0:00,-71.69003003,(-71.69003002899996,42.41640175,42.416401749000045),,,,,,1,
MP281751,MPN281751,Mainely Productions LLC,Mainel,Marijuana Product Manufacturer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,660 Douglas St,Suite 600,Uxbridge,MA,1569,01569,,11 Upton St,Apt 4,Boston,MA,2118,,,660 Douglas St Suite 600,,Uxbridge,MA,1569,,"14,952",1,Yes,1381630,SKY HIGH,,,,,,,8/26/2019 0:00,-71.66927627,(-71.66927626899997,42.06241076,42.062410760000034),,,,,,1,
MR282961,MRN282961,"Cosmopolitan Dispensary, Inc.",Cosmop,Marijuana Retailer,,"1,500","10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,82 Hartwell Street,,Fall River,MA,2720,02720,,60 Rock Street,,Fall River,MA,2720,,,82 Hartwell Street,,Fall River,MA,2720,,"4,200",9,Yes,1392318,,,,,,,,8/29/2019 0:00,-71.15316117,(-71.15316116799994,41.69836383,41.69836383400008),,,,,,1,
MC282121,MCN282121,"HVV Masschusetts, Inc",HVV Ma,Marijuana Cultivator,,600,"5,000",Not a DBE,4/9/2020 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,38 Great Republic Drive,,Gloucester,MA,1930,01930,,39 Country Club Way,,Ipswich,MA,1938,,"HVV Massachusetts, Inc.",39 Great Republic Drive,,Gloucester,MA,1930,,"47,322",8,Yes,1320060,,,,,"Tier 03: 10,001 to 20,000 sq. ft",,,4/30/2019 0:00,-70.64530355,(-70.64530354599998,42.62811911,42.62811910600004),,,,,,1,
IL281352,ILN281352,"Legacy Foundation Group, LLC",Legacy,Independent Testing Laboratory,,"1,500",0,Not a DBE,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,41 Fremont St,,Worcester,MA,1603,01603,,41 Fremont St,,Worcester,MA,1603,,,41 Fremont Street,,Worcester,MA,1603,,"5,000",69,Yes,1439669,Legacy Labs,Worcester,,,,,,9/10/2020 0:00,-71.831032,(-71.83103199699997,42.24124009,42.24124008900003),,,,,,1,
MC282245,MCN282245,1Connection Corp,1Conne,Marijuana Cultivator,,600,0,Not a DBE,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,25 Jessicas Way,,Attleboro,MA,2703,02703,,25 Jessicas Way,,Attleboro,MA,2703,Provisional Certificate of Registration (PCR) Only,1Connection Corp,200 Williams Street,,Dighton,MA,2764,,"18,000",10,Yes,1355946,,,,,"Tier 03: 10,001 to 20,000 sq. ft",,,6/27/2019 0:00,-71.16497387,(-71.16497386799995,41.86905459,41.86905458700005),,,,,,1,
MP281666,MPN281666,"United Cultivation, LLC",United,Marijuana Product Manufacturer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,601-603 Fitchburg State Road,,Ashby,MA,1431,01431,,PO Box 966,,Groton,MA,1450,,,601-603 Fitchburg State Road,,Ashby,MA,1431,,"27,000",10,Yes,1357059,,,,,,,,5/13/2019 0:00,-71.7916347,(-71.79163470499998,42.64798376,42.647983759000056),,,,,,1,
